,Unnamed: 0,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y.1,Yield,P/E,P/S,P/B,Asset Growth,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
351,351,185,Ratos B,Holding Companies,42.328,4.187,0.88,8973.0,24599.0,0.0918399999999999,15275.72,32.616,0.1800199999999999,3648.0,13026.0,-0.06014,-0.21272,0.22309,Sweden,Large Cap,RATO B,12.472,2021-10-25,RATO-B.ST,0.22309,0.0202,6.502,0.706,1.173,-0.14286,2022-01-28,Q3-2021,Financials,0.2800552740672501,0.364770925647384,-0.059914348857516,-2.073027339783284,0.3231873208365701,0.2892582693656833,0.2648899352019747
352,352,186,RaySearch Laboratories,Medical Equipment,4.301,75.63,0.523,563.917,1172.051,-0.07274,1549.592,46.076,-0.0684999999999999,20.489,664.394,-0.19858,-0.46824,-0.4798599999999999,Sweden,Mid Cap,RAY B,-29.142,2021-11-18,RAY-B.ST,-0.4798599999999999,,-34.049,2.528,2.332,-0.05819,2022-01-28,Q3-2021,Health Care,0.0308386288858719,0.481136912984162,-0.1108216643628269,-2.0415421049957088,0.381639126732044,0.3538425284685382,0.4975147603773883
353,353,2035,Re:NewCell,Energy & Recycling,14.879,-15.483,0.002,-4.002,779.784,-0.2848,5100.314,46.083,-0.12039,-329.405,733.24,-0.24453,-0.17283,-0.36794,Sweden,First North,RENEW,-52.92,2021-11-05,RENEW.ST,-0.36794,,-57.779,3005.489,6.956,,2022-01-28,Q3-2021,Industrials,-0.4492458131034859,-0.0051321904527407,-0.0447201494788347,-0.9064889031723332,0.5056637730562018,0.4614318772147056,0.4521477744720724
354,354,1971,Readly,Broadcasting & Publishing,3.977,-2.702,1.012,144.584,420.192,,537.493,66.999,-0.9679,-198.958,225.441,-0.5,-0.63715,-0.81144,Sweden,Mid Cap,READ,-1.038,2021-11-11,READ.ST,-0.81144,,-2.418,1.264,2.384,-0.31806,2022-01-28,Q3-2021,Consumer Durables,-0.8825280228529859,0.3440903206153377,-0.149931796663887,-2.927363429256564,0.5591807802790386,0.5127785102857972,0.4694147644438392
355,355,188,Rejlers,Business Consultants,2.668,-41.403,1.158,996.6,2326.5,0.08516,2653.942,37.557,0.0703,-64.1,1244.7,-0.0547,-0.12807,-0.17301,Sweden,Mid Cap,REJL B,24.165,2021-10-26,REJL-B.ST,-0.17301,,30.33,0.985,2.132,0.1105,2022-01-28,Q3-2021,Industrials,-0.0514983530167911,0.4283687943262411,-0.0748492679810818,-1.9577152514342768,0.364054079964753,0.3561962670483588,0.3504109558160196
356,356,1082,Resurs Holding,Consumer Lending,24.142,344.796,0.081,2170.133,42070.121,0.03036,7560.0,29.753,0.11743,21.926,8268.681,-0.18902,-0.08141,-0.17933,Sweden,Mid Cap,RESURS,5.95,2021-10-26,RESURS.ST,-0.17933,0.0709,7.786,2.228,0.914,-0.00577,2022-01-28,Q3-2021,Financials,0.0026516925734588,0.0515837118699991,-0.0181618546432124,-0.703791793400375,0.2940872064614215,0.2358346731879593,0.2365133394386116
357,357,2193,Revolutionrace,Clothing & Footwear,14.187,70.046,0.738,758.1,1382.5,0.33753,10478.88,44.937,0.25034,149.6,815.3,0.2075499999999999,0.23404,-0.94076,Sweden,Mid Cap,RVRC,38.535,2021-11-09,RVRC.ST,,0.0069,51.342,10.265,12.853,,2022-01-28,Q1-2022,Consumer Durables,0.1834907396050533,0.5483544303797468,0.1964353033909824,3.678395438302633,0.4354980390589718,0.3909743841135686,0.4894414763444649
358,358,191,Rottneros,Forest & Wood Products,1.089,18.205,0.996,1028.0,2204.0,0.06988,1656.655,35.147,0.0506,91.0,1423.0,0.07356,0.04449,0.25728,Sweden,Mid Cap,RROS,14.908,2021-10-22,RROS.ST,0.25728,,22.886,0.755,1.164,-0.0751199999999999,2022-01-28,Q3-2021,Materials,0.0639494026704146,0.4664246823956443,0.005243951696821,0.1427069117122568,0.3105625004604477,0.2752134159926704,0.3367854479231989
359,359,2101,RugVista,Home Furnishings,2.235,18.575,1.092,442.619,638.16,0.3613,2307.135,27.7,0.21317,124.207,464.927,-0.15909,-0.2161,-0.94076,Sweden,First North,RUG,17.292,2021-11-11,RUG.ST,,,22.714,3.312,4.962,,2022-01-28,Q3-2021,Consumer Durables,0.2671537682259795,0.6935862479628934,-0.0230417277307994,-0.7760247658346358,0.336572869958478,0.3057692459749282,0.2721316796001641
360,360,193,Saab,Military & Defense,73.104,13.176,0.637,7932.0,62321.0,0.0716899999999999,29818.199,22.061,0.07894,2263.0,22440.0,-0.08846,-0.15512,-0.07384,Sweden,Large Cap,SAAB B,12.76,2021-10-22,SAAB-B.ST,-0.07384,0.02141,16.217,0.751,1.329,0.07372,2022-01-28,Q3-2021,Industrials,0.1008467023172905,0.1272765199531458,-0.0544713190139811,-3.316594890821066,0.2646109170323121,0.2214663071977042,0.150527243032603
361,361,194,Sagax A,Real Estate,1.442,-37.407,0.053,2532.0,57257.0,0.04436,118167.5,42.327,0.27399,-3159.0,27173.0,-0.22059,-0.16139,0.57738,Sweden,Large Cap,SAGA A,57.988,2021-10-28,SAGA-A.ST,0.57738,0.00623,11.287,38.871,4.349,0.22402,2022-01-28,Q3-2021,Financials,-0.1162551061715673,0.0442216672197285,-0.0033210680525259,-0.0624187607197743,0.3809946891503296,0.3558744989387802,0.4876433163139811
362,362,438,Samhällsbyggnadsbolag B,Real Estate,399.623,-2.985,0.033,3775.0,165215.0,0.02665,90278.039,37.866,0.2314099999999999,-30239.0,67322.0,-0.05477,0.27509,0.96985,Sweden,Large Cap,SBB B,41.317,2021-11-04,SBB-B.ST,0.96985,0.01822,4.436,16.45,1.341,0.64819,2022-01-28,Q3-2021,Financials,-0.4491696622203737,0.0228490149199527,0.0364967580972073,1.1430976921990557,0.3089262239478992,0.2929627679924259,0.2926244322638712
363,363,195,Sandvik,Industrial Machinery,548.541,-23.164,0.637,40173.0,155517.0,0.1871999999999999,300550.906,26.758,0.187,-12975.0,77332.0,0.09908,0.06347,0.11806,Sweden,Large Cap,SAND,17.554,2022-01-20,SAND.ST,0.11806,0.01982,20.784,3.033,3.887,0.30546,2022-01-28,Q4-2021,Industrials,-0.1677830652252625,0.2583190262157835,-0.0010233901981728,-0.0360896345641367,0.2679284585862637,0.2498082378339721,0.2598952915562866
364,364,478,Saniona,Biotechnology,2.39,-1.928,0.017,-116.421,534.154,-5.858390000000001,506.574,65.998,-0.83832,-262.773,390.525,-0.26047,-0.53864,-0.57308,Sweden,Small Cap,SANION,-0.511,2021-11-18,SANION.ST,-0.57308,,-1.547,54.949,1.297,-0.3204999999999999,2022-01-28,Q3-2021,Health Care,-0.6728711350105628,-0.2179539982851387,-0.0422641755379299,-0.7847315650202282,0.6208665611019122,0.5444537445577339,0.4936179254684942
365,365,196,SAS,Airlines,60.379,-1.74,0.265,8454.0,52712.0,-0.17073,10949.92,60.614,-1.01668,-6293.0,6416.0,0.01175,-0.30231,-0.06687,Sweden,Large Cap,SAS,-6.866,2021-11-30,SAS.ST,-0.06687,,-1.679,0.784,1.707,-0.0822,2022-01-28,Q4-2021,Industrials,-0.9808291770573566,0.1603809379268477,-0.0877239342149981,-1.7238551472258132,0.4804392327463825,0.4329469864052934,0.4663983159449255
366,366,2181,SaveLend,Consumer Lending,0.542,-5.256,0.363,74.329,223.063,-0.3303,403.216,55.308,-0.34324,-76.717,71.478,0.30817,0.21633,-0.94076,Sweden,First North,YIELD,-17.435,2021-11-18,YIELD.ST,,,-15.479,4.977,5.641,,2022-01-28,Q3-2021,Financials,-1.0732952796664708,0.3332197630265889,-0.0489153744480342,-0.9053026538668436,0.4858130810136147,0.4173212991183172,0.4952120820540446
367,367,197,SCA B,Forest & Wood Products,226.584,109.46,0.159,17018.0,118233.0,0.06909,113948.203,25.108,0.07346,1041.0,83055.0,0.177,0.01788,0.141,Sweden,Large Cap,SCA B,15.942,2022-01-28,SCA-B.ST,0.141,0.02003,18.677,6.054,1.372,0.12961,2022-01-28,Q4-2021,Materials,0.0125338631027632,0.1439361261238402,0.0217801874352623,0.7927659245578839,0.2388621787373218,0.2310569194221369,0.2518003220889652
368,368,380,Scandi Standard,Food Processing,16.437,14.548,1.524,3970.0,6599.0,0.06278,2589.591,32.58,0.06115,178.0,1917.0,-0.08518,-0.30864,-0.42857,Sweden,Mid Cap,SCST,17.994,2021-11-12,SCST.ST,-0.42857,0.03189,21.796,0.257,1.351,-0.01493,2022-01-28,Q3-2021,Food and Beverage,0.0928534167970787,0.6016063039854523,-0.0970861708602371,-2.824186930448745,0.2680101749224117,0.2235556568101236,0.3150674780792646
369,369,922,Scandic Hotels,Hotels,62.49,6.802,0.184,7094.0,41932.0,-0.03091,7420.811,45.1,-2.08883,1091.0,1007.0,-0.02757,0.0975999999999999,0.22785,Sweden,Mid Cap,SHOT,-9.952,2021-10-28,SHOT.ST,0.22785,,-3.393,0.961,7.369,0.08615,2022-01-28,Q3-2021,Consumer Durables,1.083416087388282,0.1691786702279881,0.1002854199663745,2.5141353109179643,0.4167336749331239,0.3979384452179538,0.3655853573995187
370,370,419,Scandinavian Enviro,Energy & Recycling,2.311,-19.529,0.049,-15.96,141.366,-0.50291,1045.333,48.73,-0.4083,-53.526,129.04,-0.09339,-0.2203699999999999,-0.3182,Sweden,First North,SES,-19.441,2021-11-18,SES.ST,-0.3182,,-17.552,150.105,8.101,-0.18159,2022-01-28,Q3-2021,Industrials,-0.4148016119032858,-0.1128984338525529,-0.0059506791512405,-0.0843255089204508,0.4874785387803793,0.4256651865187925,0.6467660378469915
371,371,1759,Scandion Oncology,Biotechnology,1.895,-8.776,,-42.028,185.249,-26.14358,551.454,69.646,-0.35061,-62.836,170.532,0.2239699999999999,0.05147,-0.04931,Sweden,First North,SCOL,-5.395,2021-11-18,SCOL.ST,-0.04931,,-9.223,,3.234,10.42576,2022-01-28,Q3-2021,Health Care,-0.3684704337015926,-0.2268730195574605,0.1056191184690197,1.5372715153808505,0.5765887257986417,0.4813952737787998,0.6296969668352713
372,372,1438,Sdiptech,Installation,38.158,-18.665,0.522,1518.2,4927.8,0.09212,13843.52,59.96,0.09645,-741.7,2467.4,-0.10766,-0.10012,0.397,Sweden,Large Cap,SDIP B,43.115,2021-10-26,SDIP.ST,0.397,,53.344,5.378,5.611,0.4231499999999999,2022-01-28,Q3-2021,Industrials,-0.3005998216746373,0.3080888023052883,-1.9563164613323192e-05,-0.0004130845878282,0.5996,0.3709897004338871,0.43405
373,373,1552,Seafire,Holding Companies,1.792,-7.005,0.48,130.874,691.095,0.06803,1035.792,51.324,-0.04557,-147.864,207.169,0.2,0.38462,0.83673,Sweden,First North,SEAF,57.33,2021-10-27,SEAF.ST,0.83673,,-72.654,3.123,5.0,2.38414,2022-01-28,Q3-2021,Financials,-0.71373612847482,0.1893719387349061,-0.0404683008875685,-0.6960736458111426,0.5443817434509534,0.4511061013264767,0.5328431931866225
374,374,199,SEB A,Banks,478.211,2.026,0.017,39242.0,3304230.0,0.01077,262203.594,24.246,0.13157,129445.0,193228.0,-0.11808,0.03598,0.29441,Sweden,Large Cap,SEB A,8.495,2022-01-27,SEB-A.ST,0.29441,0.05021,10.172,4.801,1.357,0.08676,2022-01-28,Q4-2021,Financials,0.6699080878547623,0.0118762919046192,-0.0152199615708996,-0.5847225538776009,0.218214234130991,0.1976960901715073,0.2385631459243033
375,375,200,Sectra,Medical Equipment,60.67,122.381,1.032,1607.777,1690.566,0.65247,28489.529,41.492,0.31392,232.794,1036.555,-0.31273,0.0640299999999999,0.04745,Sweden,Large Cap,SECT B,69.055,2021-12-10,SECT-B.ST,0.04745,0.00609,87.52,16.333,27.485,0.3084,2022-01-28,Q2-2022,Health Care,0.2245843201759675,0.9510288270318936,-0.1076521931723221,-2.645987511530578,0.4016215064780964,0.3684877700861415,0.3728848468032335
376,376,201,Securitas,Security,168.097,30.1,1.692,19459.0,62009.0,0.1357,40996.121,22.786,0.15055,1362.0,19340.0,-0.24403,-0.2110999999999999,-0.1485999999999999,Sweden,Large Cap,SECU B,12.839,2021-10-29,SECU-B.ST,-0.1485999999999999,0.03562,14.074,0.391,2.12,-0.03746,2022-01-28,Q3-2021,Industrials,0.0704239917269907,0.3138092857488429,-0.0533066772543056,-3.0131965719105125,0.2166974445322949,0.1935381000781921,0.1621413523708807
377,377,1487,Sedana Medical,Medical Equipment,14.171,-52.044,0.283,103.849,560.403,-0.19511,7425.441,47.914,-0.10214,-142.675,511.424,-0.0993999999999999,-0.11747,-0.13584,Sweden,First North,SEDANA,-144.198,2021-11-04,SEDANA.ST,-0.13584,,-131.927,46.764,14.519,-0.0550999999999999,2022-01-28,Q3-2021,Health Care,-0.2789759573269929,0.1853112849146061,0.1375338414379205,2.483678190332987,0.4837009374039115,0.4283349989776334,0.5075208547229916
378,378,202,Semcon,Business Consultants,2.885,17.074,1.316,1387.2,1243.1,0.24495,2054.014,43.366,0.17238,120.3,746.6,-0.00874,-0.10568,0.2842599999999999,Sweden,Small Cap,SEMC,11.535,2021-10-19,SEMC.ST,0.2842599999999999,0.0264599999999999,15.96,1.256,2.751,0.1138899999999999,2022-01-28,Q3-2021,Industrials,0.1611304580766139,1.1159198777250423,-0.0221898199468782,-0.7051866662212124,0.368844481771983,0.3272788146230971,0.2883960642900539
379,379,203,Sensys Gatso,Security & Surveillance,2.004,-14.779,0.624,183.125,750.329,0.05698,779.823,29.372,0.04524,-52.765,539.409,-0.12963,-0.18654,-0.4033899999999999,Sweden,Small Cap,SENS,26.423,2021-11-24,SENS.ST,-0.4033899999999999,,32.045,1.664,1.446,-0.03506,2022-01-28,Q3-2021,Technology,-0.0978200215420951,0.2440596058528992,0.0217641294051124,0.6099257351894324,0.3695932154887046,0.323926186603973,0.3270423419755051
380,380,569,Senzime,Medical Equipment,1.487,-15.664,0.055,-5.644,195.6,-0.8392499999999999,1218.614,34.855,-0.42075,-77.797,174.839,-0.03941,-0.20732,-0.17021,Sweden,Small Cap,SEZI,-14.894,2021-11-12,SEZI.ST,-0.17021,,-16.566,113.286,6.97,0.1457,2022-01-28,Q3-2021,Health Care,-0.4449636522743781,-0.0288548057259713,-0.0520861510772687,-1.575066381832819,0.3433861461593942,0.2983620141777169,0.3030840258208556
381,381,1377,Serneke,Construction & Infrastructure,1.425,3.18,1.293,234.0,6465.0,0.03941,1472.154,27.893,0.07968,463.0,2372.0,0.04065,-0.01349,-0.0922,Sweden,Small Cap,SRNKE B,5.206,2021-10-28,SRNKE-B.ST,-0.0922,,7.568,0.176,0.621,0.13044,2022-01-28,Q3-2021,Industrials,0.195193929173693,0.0361948955916473,0.0522011408310274,1.8577584475193756,0.2625589429885798,0.2538996757467842,0.2575315208935293
382,382,342,ShaMaran,Oil & Gas -Exploration,1.278,2.458,0.239,382.961,3095.706,6.60201,1036.784,47.775,0.52655,421.816,119.092,-0.0449,0.10118,0.70182,Sweden,First North,SNM,2.444,2021-11-09,SNM.ST,0.70182,,16.537,1.401,8.706,0.56043,2022-01-28,Q3-2021,Energy,3.541933967017096,0.1237071608221194,0.0156417176147714,0.3197347433731164,0.4676902706512132,0.4418233212181135,0.4483676325732758
383,383,908,Sinch,Communications,394.438,-21.334,0.562,3380.7,24841.0,0.02789,67787.789,60.93,0.03396,-3177.4,19627.0,-0.47453,-0.50366,-0.2944,Sweden,Large Cap,SINCH,218.041,2021-11-02,SINCH.ST,-0.2944,,98.746,4.853,3.454,2.42408,2022-01-28,Q3-2021,Technology,-0.1618892342181688,0.1360935550098627,-0.2731402707165661,-5.787081704107553,0.5781621493349277,0.5164252423874428,0.4325793309643349
384,384,206,SinterCast,Industrial Components,0.938,27.046,0.798,106.2,138.7,0.3862299999999999,992.6,34.212,0.28773,36.7,120.6,-0.07652,-0.06417,0.02941,Sweden,Small Cap,SINT,28.858,2021-11-03,SINT.ST,0.02941,0.02857,28.605,8.967,8.231,-0.04279,2022-01-28,Q3-2021,Industrials,0.3043117744610282,0.7656813266041818,-0.0334405470299171,-0.9416759352993284,0.3013896376022684,0.2606979941275595,0.325470434787345
385,385,489,Sivers Semiconductors,Semiconductors,9.846,-12.144,0.166,7.668,585.223,-0.26059,2644.225,60.991,-0.25193,-217.739,433.289,-0.25833,-0.42119,-0.53302,Sweden,Mid Cap,SIVE,-23.485,2021-11-12,SIVE.ST,-0.53302,,-21.409,27.269,6.103,-0.12364,2022-01-28,Q3-2021,Technology,-0.5025260276628302,0.0131026976041611,0.0053793050256987,0.0765997839851219,0.5545950493375525,0.5167346632861782,0.6436329499652049
386,386,207,Skanska,Construction & Infrastructure,185.153,48.328,1.097,15898.0,132526.0,0.25157,95737.883,21.329,0.22704,1981.0,42116.0,0.03261,-0.0709,0.04491,Sweden,Large Cap,SKA B,6.686,2021-10-28,SKA-B.ST,0.04491,0.04167,9.794,0.659,2.273,0.03407,2022-01-28,Q3-2021,Industrials,0.047036755627315,0.1199613660715633,-0.015400899985299,-0.8117159636041252,0.222952194548117,0.1997601365334919,0.173892822409729
387,387,208,SKF B,Industrial Components,367.648,29.086,0.823,22393.0,97569.0,0.1663299999999999,92436.25,31.562,0.16962,3178.0,40566.0,0.01933,-0.1116,-0.13543,Sweden,Large Cap,SKF B,10.697,2021-10-26,SKF-B.ST,-0.13543,0.03202,12.921,1.151,2.279,0.01645,2022-01-28,Q3-2021,Industrials,0.0783414682246216,0.2295093728540827,-0.0820073511059332,-3.132523261129565,0.2856265884992328,0.2664208062388519,0.2399374961705773
388,388,209,SkiStar,Leisure,22.539,36.517,0.385,2119.082,7138.252,0.05175,10972.64,31.04,0.06969,300.48,2453.177,-0.2099299999999999,-0.12555,0.13086,Sweden,Mid Cap,SKIS B,54.517,2021-12-20,SKIS-B.ST,0.13086,0.0107099999999999,63.866,3.988,4.473,0.18508,2022-01-28,Q1-2022,Consumer Durables,0.1224860660278487,0.2968628734317589,-0.0356439302958325,-1.0620231219533691,0.3011201766716188,0.270202554322504,0.3076034886056922
389,389,2184,Sleep Cycle,Medical Supplies,0.642,151.141,0.81,134.1,218.167,-0.1878999999999999,1252.199,43.07,0.06021,8.285,102.385,-0.05221,-0.1349,-0.94076,Sweden,Small Cap,SLEEP,139.387,2021-11-12,SLEEP.ST,,,188.175,7.09,12.23,,2022-01-28,Q3-2021,Health Care,0.0809200566489231,0.6146667461165071,-0.0002956480273048,-0.0066934552400794,0.4197819487044841,0.3942447535085563,0.4048221480817207
390,390,1390,Smart Eye,Biometric,19.542,-17.459,0.072,68.593,1167.254,-0.13901,3238.184,54.777,-0.1037199999999999,-185.478,1031.139,-0.20543,-0.37655,-0.31522,Sweden,First North,SEYE,-27.286,2021-10-22,SEYE.ST,-0.31522,,-27.05,38.419,3.14,4.14202,2022-01-28,Q3-2021,Technology,-0.1798768158318132,0.0587644163138443,0.0067728855945463,0.1172039017403203,0.5368529900250181,0.4945776625700065,0.5296284585994684
391,391,2144,Smart Wires,Electrical Components,1.764,,,,,,2159.644,60.935,,,,-0.36899,-0.45,-0.94076,Sweden,First North,GOGRID SDB,,,GOGRID-SDB.ST,,,,,,,2022-01-28,Q4-2020,Industrials,,,-1.9563164613323192e-05,-0.0004130845878282,0.6093500000000001,0.3709897004338871,0.43405
392,392,210,Softronic,IT Consulting,1.483,12.987,2.015,507.5,381.9,0.57522,1397.406,39.521,0.29075,107.6,232.5,0.06413,0.15686,0.19058,Sweden,Small Cap,SOF B,15.099,2021-10-20,SOF-B.ST,0.19058,0.11299,20.673,1.816,6.01,-0.20171,2022-01-28,Q3-2021,Technology,0.4627956989247311,1.328881906258183,-0.0073629878821621,-0.1747017194719166,0.4060552214402929,0.3606504417157919,0.3862749538246494
393,393,763,SolTech Energy,Solar Energy,10.448,-4.838,0.297,411.569,2647.955,-0.00934,1859.462,60.522,-0.10475,-384.341,765.318,-0.03057,-0.26257,-0.51021,Sweden,First North,SOLT,-140.014,2021-11-30,SOLT.ST,-0.51021,,-11.985,2.366,2.43,0.47562,2022-01-28,Q3-2021,Utilities,-0.5021977792237998,0.155429000870483,0.0185731802742143,0.2443822562804862,0.5388262889389874,0.5264388092668831,0.6965563359474094
394,394,785,SpectraCure,Medical Equipment,1.078,-26.417,0.03,7.345,197.306,-0.45521,592.505,99.358,-0.12029,-22.429,181.635,-0.08063,-0.4367499999999999,-0.6278199999999999,Sweden,First North,SPEC,-21.183,2021-11-16,SPEC.ST,-0.6278199999999999,,-27.123,99.748,3.262,-0.07295,2022-01-28,Q3-2021,Health Care,-0.1234839100393646,0.0372264401488043,-0.0887916412394319,-0.5921187094898621,0.9964433589962146,0.6713861951691841,1.3743677088319608
395,395,765,SpectrumOne,Advertising,1.592,-6.918,0.124,35.731,359.046,-0.26353,529.942,59.725,-0.31117,-76.599,288.497,-0.02741,-0.28396,-0.4631,Sweden,First North,SPEONE,-6.865,2021-10-29,SPEONE.ST,-0.4631,,-5.905,11.941,1.837,1.1568,2022-01-28,Q3-2021,Consumer Durables,-0.2655105599018361,0.0995164964934855,-0.0511689860146203,-0.9151967107175122,0.6976672888897255,0.5955147044161058,0.5124269982620422
396,396,1632,SSAB B,Mining - Steel & Aluminum,276.43,3.846,0.856,23466.0,112019.0,0.26,48462.391,38.56,0.19946,12602.0,73477.0,0.11227,0.1101699999999999,0.5624199999999999,Sweden,Large Cap,SSAB B,2.448,2022-01-28,SSAB-B.ST,0.5624199999999999,0.11156,3.305,0.505,0.66,0.26431,2022-01-28,Q4-2021,Materials,0.1715094519373409,0.2094823199635776,0.0079030222898152,0.1931514950961057,0.3456991283705641,0.3338109971627778,0.3750030290366787
397,397,386,Starbreeze B,Gaming,2.389,-14.511,0.195,77.288,652.519,-0.13604,710.117,36.736,-0.76494,-48.938,137.937,-0.18605,-0.25982,-0.3236699999999999,Sweden,Small Cap,STAR B,-10.981,2021-11-12,STAR-B.ST,-0.3236699999999999,,-6.731,5.581,5.148,-0.12247,2022-01-28,Q3-2021,Consumer Durables,-0.3547851555420228,0.1184455931551418,-0.0366608960104554,-0.9699875649893565,0.5044393810652175,0.4092039431960859,0.3463989376289787
398,398,302,Stendörren Fastigheter,Real Estate,3.451,-23.011,0.058,482.0,11235.0,0.04086,7064.358,31.715,0.1830699999999999,-307.0,4807.0,-0.01972,0.03758,0.71379,Sweden,Mid Cap,STEF B,30.174,2021-11-09,STEF-B.ST,0.71379,,8.012,10.785,1.47,0.11282,2022-01-28,Q3-2021,Financials,-0.0638651965883087,0.0429016466399643,-0.0111716851687785,-0.439093129339593,0.2921390224473996,0.2767276076829546,0.2331855795746193
399,399,2050,Stenhus Fastigheter,Real Estate,4.495,-1.114,0.027,155.797,7099.033,0.0254199999999999,6396.806,51.505,0.19755,-5740.915,3381.106,0.08009,0.60141,0.7570399999999999,Sweden,First North,SFAST,70.357,2021-11-23,SFAST.ST,0.7570399999999999,,9.147,32.933,1.892,,2022-01-28,Q3-2021,Financials,-1.6979399640236064,0.0219462284511143,-0.043063565485697,-1.1355677754951257,0.4224786661683236,0.3702072401499315,0.3475654254927233
400,400,926,Stillfront,Gaming,87.79,-7.817,0.308,3084.0,16518.0,0.07562,16259.63,62.397,0.0668,-2080.0,8749.0,0.08359,-0.35385,-0.54098,Sweden,Large Cap,SF,18.354,2021-11-10,SF.ST,-0.54098,,25.787,3.192,1.858,0.49579,2022-01-28,Q3-2021,Consumer Durables,-0.237741456166419,0.1867054122775154,0.229478756062281,4.277797811885695,0.6135202176191362,0.5423788478082627,0.4916566028987482
401,401,144,Stockwik Förvaltning,Holding Companies,1.022,-7.721,0.661,290.4,820.5,0.03057,498.02,52.048,-0.09109,-64.5,249.2,-0.1786799999999999,-0.39627,-0.26455,Sweden,Small Cap,STWK,51.859,2021-11-12,STWK.ST,-0.26455,,-21.94,0.918,1.998,0.44837,2022-01-28,Q3-2021,Financials,-0.2588282504012841,0.3539305301645338,-0.0300273832338585,-0.5911363682608944,0.5713494505194145,0.5592109787951243,0.4655533442999893
402,402,212,Stora Enso R,Forest & Wood Products,64.405,13.864,0.534,46324.488,192733.406,0.10904,144234.906,26.331,0.11869,10403.51,108046.602,0.2536,0.0721,0.17168,Sweden,Large Cap,STE R,10.553,2022-01-28,STE-R.ST,0.17168,0.0304599999999999,11.247,1.401,1.335,0.03821,2022-01-28,Q4-2021,Materials,0.0962872483486338,0.2403552604679232,0.035065463631291,1.2943439815244178,0.2507084494397905,0.2411387387785943,0.2482958837261466
403,403,2274,Storskogen,Holding Companies,77.045,-12.894,0.538,2967.0,26108.0,0.07119,69252.391,43.405,0.08614,-5371.0,9287.0,0.03916,-0.91048,-0.94076,Sweden,Large Cap,STOR B,63.959,2021-11-18,STOR-B.ST,,,83.874,4.934,7.457,,2022-01-28,Q3-2021,Financials,-0.5783353074189728,0.1136433277156427,-0.0162322888514443,-0.2474267474221128,0.5142673450030167,0.4570123296845408,0.6012744631624543
404,404,471,Storytel,Broadcasting & Publishing,40.091,-17.591,0.867,1359.007,3035.991,-0.2930399999999999,9450.229,60.837,-0.15251,-537.229,2165.74,-0.19347,-0.37937,-0.39298,Sweden,First North,STORY B,-25.488,2021-11-05,STORY-B.ST,-0.39298,,-27.689,3.589,4.364,0.63215,2022-01-28,Q3-2021,Consumer Durables,-0.2480579386260585,0.4476320911359751,-0.0836219183908749,-1.768323465216205,0.5270486563253516,0.4444549875054648,0.4334091339298625
405,405,163,Strax,Recreation & Sport,1.693,-3.324,1.064,228.557,1131.805,0.17486,423.278,59.947,0.01356,-127.349,176.933,-0.16229,-0.16429,-0.07632,Sweden,Small Cap,STRAX,20.021,2021-11-25,STRAX.ST,-0.07632,,176.382,0.352,2.392,0.19539,2022-01-28,Q3-2021,Consumer Durables,-0.7197583265982039,0.2019402635613024,0.0200936896263795,0.5730001499515391,0.4683764152192844,0.3713121596727318,0.3213990562188195
406,406,760,Studentbostäder,Real Estate,4.345,-1.101,0.046,151.386,5686.629,0.02289,1627.575,40.809,0.08929,-1478.143,1768.049,0.01306,-0.05746,-0.8294,Sweden,First North,STUDBO,49.521,2021-11-25,STUDBO.ST,-0.8294,,9.305,6.27,0.921,3.27082,2022-01-28,Q3-2021,Financials,-0.8360305625013786,0.0266213955578955,-0.0290658597776712,-0.8300875012870615,1.3348917592904468,0.4690059434540226,0.3209215952863478
407,407,213,Studsvik,Energy & Recycling,0.841,11.476,0.967,189.1,785.3,0.13157,874.502,32.293,0.11153,76.2,347.5,0.24883,0.20909,0.1796,Sweden,Small Cap,SVIK,15.184,2021-10-21,SVIK.ST,0.1796,0.0093999999999999,22.539,1.152,2.517,-0.04476,2022-01-28,Q3-2021,Industrials,0.2192805755395683,0.2407996943843117,-0.0960247719614602,-3.5675012644740205,0.3520820256405498,0.3031652561463776,0.2466941164037079
408,408,1489,Surgical Science,Medical Equipment,26.746,-3.623,0.055,164.127,3800.002,0.00756,9733.472,65.005,0.0088,-2686.697,3400.457,-0.25156,-0.13888,0.71071,Sweden,First North,SUS,381.694,2021-11-10,SUS.ST,0.71071,,325.408,46.643,2.862,7.28788,2022-01-28,Q3-2021,Health Care,-0.7900988014258085,0.0431912930572141,0.1983645599728181,2.8325433474203976,0.6121224421761826,0.5536477233333517,0.6418405650172261
